Paired evolution matrix comparison
Baseline: cand-private-food-floor-v16 (9 runs)
Candidate: cand-production-tool-upgrade-v17 (9 runs)
Matched by seed+years+repeat: 9; unmatched B/C: 0/0
Configuration: matched
Civilization index: declared-same; Both artifacts declare the same civilization-index formula version.

10 years (3 matched pairs)
Engine-comparable numeric metrics:
  finalPopulation: B med/mean 7/7.33; C 6/6.33; paired Δ med/mean -1/-1 (3 pairs)
  shelterAdaptationWeatherProtectionGain: B med/mean 70/56.67; C 40/36.67; paired Δ med/mean -30/-20 (3 pairs)
  techniqueDemonstrationActions: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationBases: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationColocationMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationDemonstratorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationDemonstratorReliabilityMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationDirectReliableViolations: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationDuplicateRequests: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationExactSourceCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationExactSourceMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationFunctionMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationLearnerMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationOperationMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationOrderViolations: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationProjectMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationReliableLearners: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationRequestAttempts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationRequestFunctionMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationRequestPersonMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationRequestProjectMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationRequests: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationResponseMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationResponses: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationSourceCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationSourcedBases: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationSourceMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationTechniqueMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationTentativeLessons: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationUniqueProjectTeachers: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationUnresolvedActionEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationUnresolvedBases: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueDemonstrationUnresolvedRequestEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueImitationActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueImitationAttempts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueImitationExactSourceCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  techniqueImitationExactSourceMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueImitationOperationMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueImitationOrderViolations: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueImitationProjectMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueImitationResponseMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueImitationResponses: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueImitationSourceMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueImitationTechniqueMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueImitationUnresolvedBases: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  techniqueReliableWithoutOwnImitationViolations: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  woodSearchSourceSnapshotCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  woodSearchVisibleSourceAtOpen: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  woodSourceActive: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  woodSourceActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  woodSourceDemandBalanceMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  woodSourceDemandCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  woodSourceFulfilled: B med/mean 19/17; C 14/16; paired Δ med/mean -3/-1 (3 pairs)
  woodSourceFulfilledWithoutProduction: B med/mean 6/5.33; C 4/5; paired Δ med/mean +1/-0.33 (3 pairs)
  woodSourceInvalidated: B med/mean 0/0.33; C 0/0; paired Δ med/mean 0/-0.33 (3 pairs)
  woodSourceMoveActions: B med/mean 44/41; C 38/37; paired Δ med/mean -5/-4 (3 pairs)
  woodSourceNonWoodDemands: B med/mean 12/9.67; C 8/9.67; paired Δ med/mean +2/0 (3 pairs)
  woodSourceOutputMismatches: B med/mean 6/5.33; C 4/5; paired Δ med/mean +1/-0.33 (3 pairs)
  woodSourceOutputQuantity: B med/mean 42/36.33; C 33/33.33; paired Δ med/mean -5/-3 (3 pairs)
  woodSourceProductionStatusMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  woodSourceProjectMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  woodSourceReferenceMismatches: B med/mean 6/5.33; C 4/5; paired Δ med/mean +1/-0.33 (3 pairs)
  woodSourceSeparationActions: B med/mean 19/17; C 14/16; paired Δ med/mean -3/-1 (3 pairs)
  woodSourceSnapshotMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  woodSourceTargetMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  woodSourceUnresolvedActionEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  woodSourceUnresolvedSourceFacts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  woodSourceWastedMoveActions: B med/mean 0/1.67; C 0/0; paired Δ med/mean 0/-1.67 (3 pairs)
Observer metrics (descriptive; attribution follows formula status above):
  civilizationComponents.history: B med/mean 71.75/70.08; C 90.75/89.75; paired Δ med/mean +19/+19.67 (3 pairs)
  civilizationComponents.population: B med/mean 38/44; C 14/28; paired Δ med/mean -12/-16 (3 pairs)
  civilizationComponents.social: B med/mean 72.91/91.17; C 65.84/123.88; paired Δ med/mean -3.59/+32.71 (3 pairs)
  civilizationComponents.technology: B med/mean 97.39/83.9; C 71/82.37; paired Δ med/mean +6.61/-1.53 (3 pairs)
  civilizationComponents.territory: B med/mean 69.71/68.95; C 79.19/75.05; paired Δ med/mean -9.11/+6.11 (3 pairs)
  civilizationIndex: B med/mean 407.68/358.1; C 368.78/399.06; paired Δ med/mean +11.91/+40.96 (3 pairs)

30 years (3 matched pairs)
Engine-comparable numeric metrics:
  finalPopulation: B med/mean 4/4; C 1/1.67; paired Δ med/mean -2/-2.33 (3 pairs)
  births: B med/mean 2/2.67; C 2/2.33; paired Δ med/mean 0/-0.33 (3 pairs)
  reproductionOffers: B med/mean 14/17.33; C 11/20.33; paired Δ med/mean +5/+3 (3 pairs)
  reproductionAcceptances: B med/mean 12/11.67; C 7/10; paired Δ med/mean 0/-1.67 (3 pairs)
  reproductionAttempts: B med/mean 14/13.67; C 10/12.67; paired Δ med/mean +2/-1 (3 pairs)
  reproductionConceptions: B med/mean 2/2.67; C 2/2.33; paired Δ med/mean 0/-0.33 (3 pairs)
  deaths: B med/mean 5/5.33; C 8/7.33; paired Δ med/mean +2/+2 (3 pairs)
  childDeaths: B med/mean 0/0; C 1/0.67; paired Δ med/mean +1/+0.67 (3 pairs)
  relationshipProposalOffers: B med/mean 63/80.67; C 54/77; paired Δ med/mean -2/-3.67 (3 pairs)
  relationshipProposalUniqueBases: B med/mean 63/80.67; C 54/76.67; paired Δ med/mean -2/-4 (3 pairs)
  relationshipProposalRepeatedBases: B med/mean 0/0; C 0/0.33; paired Δ med/mean 0/+0.33 (3 pairs)
  relationshipProposalOffersWithoutBasis: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  relationshipProposalRepeatedDirectedPairs: B med/mean 17/19; C 11/17.67; paired Δ med/mean -2/-1.33 (3 pairs)
  relationshipProposalMaxPerDirectedPair: B med/mean 6/6.33; C 5/6; paired Δ med/mean 0/-0.33 (3 pairs)
  childExposureDeaths: B med/mean 0/0; C 0/0.33; paired Δ med/mean 0/+0.33 (3 pairs)
  lifeReviewDecisions: B med/mean 1/1.33; C 0/0.33; paired Δ med/mean 0/-1 (3 pairs)
  projectLifeReviewDecisions: B med/mean 1/1.33; C 0/0.33; paired Δ med/mean 0/-1 (3 pairs)
  lifeReviewPersonMonths: B med/mean 1/1.33; C 0/0.33; paired Δ med/mean 0/-1 (3 pairs)
  lifeReviewSameMonthDuplicates: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  lifeReviewUniqueBases: B med/mean 1/1.33; C 0/0.33; paired Δ med/mean 0/-1 (3 pairs)
  lifeReviewRepeatedBases: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptedIntentChildren: B med/mean 827/1114.33; C 952/977.33; paired Δ med/mean +125/-137 (3 pairs)
  interruptLifeReviewChildren: B med/mean 1/1.33; C 0/0.33; paired Δ med/mean 0/-1 (3 pairs)
  interruptRequiredResponseChildren: B med/mean 15/17; C 18/21.67; paired Δ med/mean -12/+4.67 (3 pairs)
  interruptFulfillmentChildren: B med/mean 0/1; C 0/0.33; paired Δ med/mean 0/-0.67 (3 pairs)
  interruptChildrenCompleted: B med/mean 817/1101; C 950/959; paired Δ med/mean +133/-142 (3 pairs)
  interruptChildrenBlocked: B med/mean 10/13.33; C 16/17; paired Δ med/mean -8/+3.67 (3 pairs)
  interruptChildrenFailed: B med/mean 0/0; C 0/0.67; paired Δ med/mean 0/+0.67 (3 pairs)
  interruptChildrenAbandoned: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptReturnsResumed: B med/mean 827/1114.33; C 952/976.33; paired Δ med/mean +125/-138 (3 pairs)
  interruptReturnsParentCompleted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptReturnsParentBlocked: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptReturnsParentUnavailable: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptUnresolvedTerminalChildren: B med/mean 0/0; C 0/0.33; paired Δ med/mean 0/+0.33 (3 pairs)
  interruptChildrenWithProjectId: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  orphanSuspendedProjectIntents: B med/mean 0/0; C 0/0.33; paired Δ med/mean 0/+0.33 (3 pairs)
  interruptReturnLatencyMeanMonths: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  interruptReturnLatencyMaxMonths: B med/mean 1/0.67; C 0/0.33; paired Δ med/mean 0/-0.33 (3 pairs)
  interruptResumedParentsWithSubsequentAction: B med/mean 322/446; C 562/474; paired Δ med/mean -62/+28 (3 pairs)
  interruptResumedParentsWithoutSubsequentAction: B med/mean 505/668.33; C 390/502.33; paired Δ med/mean -115/-166 (3 pairs)
  interruptImmediateSameProjectReplacements: B med/mean 0/0; C 0/1.33; paired Δ med/mean 0/+1.33 (3 pairs)
  completedActions: B med/mean 2150/2186; C 1914/1974.67; paired Δ med/mean -236/-211.33 (3 pairs)
  actionPersonMonths: B med/mean 1153/1281.33; C 799/1081.67; paired Δ med/mean -149/-199.67 (3 pairs)
  projectActionPersonMonths: B med/mean 180/172.33; C 158/143; paired Δ med/mean -31/-29.33 (3 pairs)
  projectActionMonthShare: B med/mean 10.07/13.79; C 9.34/14.55; paired Δ med/mean -0.73/+0.76 (3 pairs)
  ruleDecisions: B med/mean 4672/4080.67; C 3051/3225.33; paired Δ med/mean -684/-855.33 (3 pairs)
  modelDecisions: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  inputTokens: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  outputTokens: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  strategicShare: B med/mean 25.22/35.07; C 31.5/41.7; paired Δ med/mean +4.88/+6.63 (3 pairs)
  strategicIntents: B med/mean 1181/1426; C 1354/1208.33; paired Δ med/mean +122/-217.67 (3 pairs)
  socialIntents: B med/mean 1773/2297.33; C 1122/1758.33; paired Δ med/mean -495/-539 (3 pairs)
  communications: B med/mean 590/787.33; C 459/659; paired Δ med/mean -132/-128.33 (3 pairs)
  survivalReflexActions: B med/mean 1295/1142.67; C 1016/943.67; paired Δ med/mean -279/-199 (3 pairs)
  projectsStarted: B med/mean 43/43.67; C 39/34.33; paired Δ med/mean -8/-9.33 (3 pairs)
  projectsCompleted: B med/mean 18/21; C 13/15; paired Δ med/mean -6/-6 (3 pairs)
  projectsBlocked: B med/mean 21/20.67; C 20/19; paired Δ med/mean +1/-1.67 (3 pairs)
  projectPressureBasisProjects: B med/mean 43/43.67; C 39/34.33; paired Δ med/mean -8/-9.33 (3 pairs)
  projectPressureBasisCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  projectPressureHistoryEntries: B med/mean 675/640.33; C 671/725.67; paired Δ med/mean -4/+85.33 (3 pairs)
  projectsWithPressureUpdates: B med/mean 39/41.67; C 36/32.67; paired Δ med/mean -8/-9 (3 pairs)
  projectPressureUpdates: B med/mean 632/596.67; C 632/691.33; paired Δ med/mean +4/+94.67 (3 pairs)
  projectPressureIncreases: B med/mean 71/71.67; C 101/119.33; paired Δ med/mean +21/+47.67 (3 pairs)
  projectPressureDecreases: B med/mean 88/95.33; C 116/144.33; paired Δ med/mean +10/+49 (3 pairs)
  projectPressureUnchangedUpdates: B med/mean 366/429.67; C 415/427.67; paired Δ med/mean -27/-2 (3 pairs)
  projectPressureDuplicateBasisEntries: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureUnresolvedSourceFacts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  huntingPressureCrossOwnerSources: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  huntingPressureNonThreatAnimalSources: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureChangesWithoutEdgeChange: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureObserverMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureUpdatesThermalSafety: B med/mean 12/16.33; C 12/21; paired Δ med/mean -1/+4.67 (3 pairs)
  projectPressureUpdatesHuntingSafety: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureUpdatesCareCapability: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectPressureUpdatesFoodPreparation: B med/mean 8/8.33; C 10/8; paired Δ med/mean +2/-0.33 (3 pairs)
  projectPressureUpdatesShelterCapacity: B med/mean 30/28.67; C 39/42; paired Δ med/mean +18/+13.33 (3 pairs)
  projectPressureUpdatesKnowledgePreservation: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressEvidenceCount: B med/mean 1118/1092; C 1373/1130.33; paired Δ med/mean +100/+38.33 (3 pairs)
  projectProgressProjects: B med/mean 38/37.67; C 33/31.33; paired Δ med/mean -6/-6.33 (3 pairs)
  projectLogisticsAdvanceProgress: B med/mean 912/912.33; C 1202/948.33; paired Δ med/mean +74/+36 (3 pairs)
  projectMaterialContributionProgress: B med/mean 206/179.67; C 171/182; paired Δ med/mean +16/+2.33 (3 pairs)
  projectProgressDuplicateEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressUnresolvedEvents: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressEpisodeMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressIntentMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressNonAdvancingLogistics: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectProgressEventsAfterTermination: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectStagnationBlocksWithRecentProgress: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectTerminalMonthCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  projectsBlockedAfterLogisticsProgress: B med/mean 14/13.67; C 17/15.33; paired Δ med/mean +2/+1.67 (3 pairs)
  projectSearchCampaigns: B med/mean 12/11.67; C 12/10; paired Δ med/mean 0/-1.67 (3 pairs)
  projectsWithSearchCampaigns: B med/mean 12/11.67; C 11/8.67; paired Δ med/mean -1/-3 (3 pairs)
  searchCampaignActive: B med/mean 1/1; C 0/0; paired Δ med/mean -1/-1 (3 pairs)
  searchCampaignExhausted: B med/mean 0/0.33; C 1/1; paired Δ med/mean 0/+0.67 (3 pairs)
  searchCampaignSuperseded: B med/mean 0/0; C 1/1.33; paired Δ med/mean +1/+1.33 (3 pairs)
  searchCampaignClosed: B med/mean 10/10.33; C 9/7.67; paired Δ med/mean 0/-2.67 (3 pairs)
  searchCampaignAttemptedTargets: B med/mean 112/110.33; C 154/122.33; paired Δ med/mean +2/+12 (3 pairs)
  searchCampaignMaxTargets: B med/mean 40/31; C 57/45; paired Δ med/mean +5/+14 (3 pairs)
  searchCampaignEpisodeCoverage: B med/mean 100/100; C 100/100; paired Δ med/mean 0/0 (3 pairs)
  searchEpisodesMissingCampaign: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignRepeatedTargets: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignDuplicateBasis: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignTargetOutsideArea: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignEpisodeTargetNotAttempted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignProjectMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignOwnerMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignMaterialMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  searchCampaignUnresolvedSourceFacts: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  projectLogisticsEpisodes: B med/mean 236/215.67; C 252/226.33; paired Δ med/mean +11/+10.67 (3 pairs)
  projectLogisticsFulfilled: B med/mean 228/205.33; C 245/217.67; paired Δ med/mean +14/+12.33 (3 pairs)
  projectLogisticsExhausted: B med/mean 6/7.33; C 7/6.67; paired Δ med/mean +1/-0.67 (3 pairs)
  projectSearchEpisodes: B med/mean 112/110.33; C 154/122.33; paired Δ med/mean +2/+12 (3 pairs)
  projectDropEpisodes: B med/mean 96/85.67; C 81/86.67; paired Δ med/mean +4/+1 (3 pairs)
  projectLogisticsActionEvents: B med/mean 1031/1011.67; C 1298/1047; paired Δ med/mean +87/+35.33 (3 pairs)
  jointProjectsCompleted: B med/mean 3/3; C 1/1.33; paired Δ med/mean -2/-1.67 (3 pairs)
  productionProjectsCompleted: B med/mean 4/8.33; C 2/4; paired Δ med/mean -2/-4.33 (3 pairs)
  constructionProjectsCompleted: B med/mean 14/12.67; C 11/11; paired Δ med/mean -3/-1.67 (3 pairs)
  totalStructures: B med/mean 17/16.67; C 18/16.33; paired Δ med/mean -4/-0.33 (3 pairs)
  completedStructures: B med/mean 3/3; C 2/2; paired Δ med/mean -1/-1 (3 pairs)
  constructionPlacements: B med/mean 27/22.67; C 26/24; paired Δ med/mean -3/+1.33 (3 pairs)
  containersBuilt: B med/mean 2/2; C 2/2; paired Δ med/mean 0/0 (3 pairs)
  standingContainers: B med/mean 2/2; C 2/2; paired Δ med/mean 0/0 (3 pairs)
  containerTransfers: B med/mean 8/6; C 5/4.67; paired Δ med/mean -2/-1.33 (3 pairs)
  storedUnits: B med/mean 2/2.67; C 3/3; paired Δ med/mean 0/+0.33 (3 pairs)
  movementActions: B med/mean 3596/3032; C 3107/2765.33; paired Δ med/mean -489/-266.67 (3 pairs)
  movementActionShare: B med/mean 45.68/47.54; C 44.87/54.03; paired Δ med/mean +8.57/+6.49 (3 pairs)
  spearsCrafted: B med/mean 0/1; C 2/4.33; paired Δ med/mean +2/+3.33 (3 pairs)
  leatherClothingCrafted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  herbalMedicineCrafted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  cookedFoodProduced: B med/mean 0/0; C 0/0.33; paired Δ med/mean 0/+0.33 (3 pairs)
  recordsCreated: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  functionalInstitutions: B med/mean 2/2.67; C 1/3.33; paired Δ med/mean -1/+0.67 (3 pairs)
  animalsHunted: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  animalAttacks: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  wildlifePopulation: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dehydrationHibernations: B med/mean 16/14.33; C 7/8.67; paired Δ med/mean -8/-5.67 (3 pairs)
  assistedDependentHibernations: B med/mean 6/8; C 5/6.33; paired Δ med/mean -1/-1.67 (3 pairs)
  throughMonth: B med/mean 360/360; C 360/298; paired Δ med/mean 0/-62 (3 pairs)
  initialPopulation: B med/mean 7/6.67; C 7/6.67; paired Δ med/mean 0/0 (3 pairs)
  completeRecordUseChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningProjectCompletionChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  completeTechniqueLearningProjectProgressChains: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  correctPredictions: B med/mean 0/0.67; C 0/0; paired Δ med/mean 0/-0.67 (3 pairs)
  dropDemandActorMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandBalanceMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandMaterialMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandNonPositiveOutstanding: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandRequestedExceedsOutstanding: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandRequestedQuantity: B med/mean 109/96.67; C 93/97.33; paired Δ med/mean +12/+0.67 (3 pairs)
  dropDemandStartingAtOrAboveRequired: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandStartingQuantityMismatches: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
  dropDemandTransferExceedsRequested: B med/mean 0/0; C 0/0; paired Δ med/mean 0/0 (3 pairs)
